country,payment_request,interview_process,job_url,job_title,company_name,job_description,recruiter_email,salary,location,label
India,False,No Interview,http://forms.gle/xyz,SMS Sending Job,Digital India Hub,Work from home opportunity. Earn 40000 daily. No interview needed. Contact via WhatsApp +91-8199420154.,job.offer123@hotmail.com,High/Unrealistic,Hyderabad,Fake
India,False,No Interview,http://forms.gle/xyz,Form Filling Job,Smart Work Pvt Ltd,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-8165193829.,hr.smartworkpvtltd@gmail.com,High/Unrealistic,Noida,Fake
India,False,No Interview,http://tinyurl.com/airport services,Captcha Entry Work,Airport Services,Work from home opportunity. Earn 30000/month daily. No interview needed. Contact via WhatsApp +91-6550205217.,hr.airportservices@gmail.com,High/Unrealistic,Hyderabad,Fake
India,True,No Interview,http://forms.gle/xyz,Data Entry Operator,Airport Services,Government job backdoor entry. Pay 1500 for cleaning charges and get appointment letter today.,carrer.offer@rediffmail.com,High/Unrealistic,Bangalore,Fake
India,False,Aptitude + Technical + HR,https://careers.icicibank.com/jobs/3825,Software Engineer,ICICI Bank,ICICI Bank is hiring for Software Engineer. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,careers@icicibank.com,Undisclosed,Bangalore,Genuine
India,False,Aptitude + Technical + HR,https://careers.wipro.com/jobs/5318,Software Engineer,Wipro,We are looking for a skilled Software Engineer to join our team in Bangalore. Minimum 2 years experience required. Apply on our official portal.,recruitment@wipro.net,Undisclosed,Mumbai,Genuine
Foreign,False,Video Conference x3,https://jobs.tesla.com,DevOps Engineer,Tesla,Join our global team as a DevOps Engineer. We prioritize innovation and diversity. Full health benefits included.,jobs@tesla.com,Undisclosed,San Francisco,Genuine
India,True,No Interview,http://forms.gle/xyz,Back Office Executive,Airport Services,Urgent hiring for Back Office Executive. 100% genuine. Pay processing charge 5000 for ID card and laptop gate pass.,job.offer123@hotmail.com,High/Unrealistic,Mumbai,Fake
India,False,Aptitude + Technical + HR,https://careers.infosys.com/jobs/9740,HR Executive,Infosys,Urgent opening for HR Executive at Infosys Gurgaon branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,careers@infosys.com,Undisclosed,Bangalore,Genuine
India,True,No Interview,http://forms.gle/xyz,Form Filling Job,Airport Services,Pay registration fee of Rs. 5000 to get started. Refundable after first salary.,job.offer123@hotmail.com,High/Unrealistic,Chennai,Fake
India,False,Aptitude + Technical + HR,https://careers.tcs.com/jobs/1173,Java Developer,TCS,Join TCS as a Java Developer. Work on cutting-edge technologies. Location: Pune. Send resume to our official email.,hr@tcs.co.in,Undisclosed,Noida,Genuine
India,False,No Interview,http://forms.gle/xyz,Airport Ground Staff,Smart Work Pvt Ltd,Work from home opportunity. Earn 40000 daily. No interview needed. Contact via WhatsApp +91-9222102039.,recruiter.smartworkpvtltd@yahoo.co.in,High/Unrealistic,Mumbai,Fake
India,True,No Interview,http://forms.gle/xyz,Form Filling Job,Digital India Hub,Urgent hiring for Form Filling Job. 100% genuine. Pay processing charge 5000 for ID card and laptop gate pass.,recruiter.digitalindiahub@yahoo.co.in,High/Unrealistic,Pune,Fake
India,True,No Interview,http://tinyurl.com/global services,Airport Ground Staff,Global Services,Direct joining without interview. Salary 30000/month. Security deposit required for verification.,carrer.offer@rediffmail.com,High/Unrealistic,Mumbai,Fake
India,False,No Interview,http://forms.gle/xyz,Airport Ground Staff,Smart Work Pvt Ltd,Work from home opportunity. Earn 5000/day daily. No interview needed. Contact via WhatsApp +91-8817617015.,job.offer123@hotmail.com,High/Unrealistic,Noida,Fake
India,True,No Interview,http://bit.ly/job810,Assistant Helper,Global Services,Urgent hiring for Assistant Helper. 100% genuine. Pay processing charge 1500 for ID card and laptop gate pass.,job.offer123@hotmail.com,High/Unrealistic,Pune,Fake
India,False,Aptitude + Technical + HR,https://careers.techmahindra.com/jobs/1605,Data Scientist,Tech Mahindra,Urgent opening for Data Scientist at Tech Mahindra Noida branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,hr@techmahindra.co.in,Undisclosed,Pune,Genuine
India,False,Aptitude + Technical + HR,https://careers.icicibank.com/jobs/2938,Software Engineer,ICICI Bank,Urgent opening for Software Engineer at ICICI Bank Hyderabad branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,hr@icicibank.co.in,Undisclosed,Hyderabad,Genuine
Foreign,False,Video Conference x3,https://jobs.google.com,Cloud Architect,Google,Join our global team as a Cloud Architect. We prioritize innovation and diversity. Full health benefits included.,careers@google.org,Undisclosed,Berlin,Genuine
India,False,No Interview,http://bit.ly/job538,Back Office Executive,Digital India Hub,Work from home opportunity. Earn 25000 daily. No interview needed. Contact via WhatsApp +91-6347933480.,hr.digitalindiahub@gmail.com,High/Unrealistic,Hyderabad,Fake
India,False,No Interview,http://bit.ly/job324,Assistant Helper,Smart Work Pvt Ltd,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-8764264603.,carrer.offer@rediffmail.com,High/Unrealistic,Pune,Fake
Foreign,True,Online Chat,http://adobe-hiring-now.net,Oil Rig Worker,Adobe,Immediate visa sponsorship for Oil Rig Worker. Pay small administrative fee for visa processing.,career@yahoo.com,High/Unrealistic,Remote,Fake
Foreign,False,Online Chat,http://microsoft-hiring-now.net,Mystery Shopper,Microsoft,No experience needed. Mystery Shopper position. High pay. Contact us on Telegram for details.,career@yahoo.com,High/Unrealistic,Singapore,Fake
Foreign,False,Online Chat,http://tesla-hiring-now.net,Mystery Shopper,Tesla,No experience needed. Mystery Shopper position. High pay. Contact us on Telegram for details.,career@yahoo.com,High/Unrealistic,London,Fake
India,False,Aptitude + Technical + HR,https://careers.wipro.com/jobs/8835,Sales Manager,Wipro,Wipro is hiring for Sales Manager. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,careers@wipro.com,Undisclosed,Pune,Genuine
India,False,Aptitude + Technical + HR,https://careers.reliancejio.com/jobs/9779,Software Engineer,Reliance Jio,Join Reliance Jio as a Software Engineer. Work on cutting-edge technologies. Location: Noida. Send resume to our official email.,careers@reliancejio.com,Undisclosed,Noida,Genuine
India,True,No Interview,http://bit.ly/job729,Form Filling Job,Airport Services,Government job backdoor entry. Pay 2000 for cleaning charges and get appointment letter today.,job.offer123@hotmail.com,High/Unrealistic,Chennai,Fake
India,True,No Interview,http://bit.ly/job941,Airport Ground Staff,Digital India Hub,Government job backdoor entry. Pay 1500 for cleaning charges and get appointment letter today.,job.offer123@hotmail.com,High/Unrealistic,Pune,Fake
India,False,No Interview,http://tinyurl.com/airport services,Captcha Entry Work,Airport Services,Work from home opportunity. Earn 25000 daily. No interview needed. Contact via WhatsApp +91-6830474455.,carrer.offer@rediffmail.com,High/Unrealistic,Pune,Fake
India,False,Aptitude + Technical + HR,https://careers.hcltech.com/jobs/1146,Sales Manager,HCL Tech,HCL Tech is hiring for Sales Manager. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,careers@hcltech.com,Undisclosed,Chennai,Genuine
India,True,No Interview,http://forms.gle/xyz,Data Entry Operator,DataTech Solutions,Pay registration fee of Rs. 999 to get started. Refundable after first salary.,hr.datatechsolutions@gmail.com,High/Unrealistic,Hyderabad,Fake
Foreign,False,Online Chat,http://google-hiring-now.net,Oil Rig Worker,Google,Earn $2000 weekly working from home. We need a Oil Rig Worker immediately. Shipping supplies included.,employment@google-jobs.com,High/Unrealistic,Berlin,Fake
India,False,No Interview,http://bit.ly/job515,Captcha Entry Work,Airport Services,Work from home opportunity. Earn 5000/day daily. No interview needed. Contact via WhatsApp +91-6238442925.,hr.airportservices@gmail.com,High/Unrealistic,Gurgaon,Fake
Foreign,False,Video Conference x3,https://jobs.netflix.com,DevOps Engineer,Netflix,Netflix is seeking a talented DevOps Engineer. Experience with modern tech stack is a plus. Apply via our careers page.,jobs@netflix.com,Undisclosed,San Francisco,Genuine
Foreign,False,Online Chat,http://salesforce-hiring-now.net,Package Handler,Salesforce,Earn $2000 weekly working from home. We need a Package Handler immediately. Shipping supplies included.,employment@salesforce-jobs.com,High/Unrealistic,Singapore,Fake
India,True,No Interview,http://tinyurl.com/airport services,Assistant Helper,Airport Services,Government job backdoor entry. Pay 1500 for cleaning charges and get appointment letter today.,job.offer123@hotmail.com,High/Unrealistic,Noida,Fake
India,True,No Interview,http://bit.ly/job691,Assistant Helper,Airport Services,Pay registration fee of Rs. 1500 to get started. Refundable after first salary.,carrer.offer@rediffmail.com,High/Unrealistic,Mumbai,Fake
Foreign,True,Online Chat,http://adobe-hiring-now.net,Package Handler,Adobe,Immediate visa sponsorship for Package Handler. Pay small administrative fee for visa processing.,hiring@gmail.com,High/Unrealistic,Remote,Fake
India,False,Aptitude + Technical + HR,https://careers.icicibank.com/jobs/4690,Software Engineer,ICICI Bank,ICICI Bank is hiring for Software Engineer. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,recruitment@icicibank.net,Undisclosed,Chennai,Genuine
India,False,No Interview,http://forms.gle/xyz,Assistant Helper,Digital India Hub,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-9015653586.,recruiter.digitalindiahub@yahoo.co.in,High/Unrealistic,Noida,Fake
Foreign,False,Video Conference x3,https://jobs.adobe.com,DevOps Engineer,Adobe,Exciting opportunity for DevOps Engineer at Adobe. Remote options available. Competitive compensation package.,careers@adobe.org,Undisclosed,Sydney,Genuine
Foreign,False,Video Conference x3,https://jobs.salesforce.com,DevOps Engineer,Salesforce,Salesforce is seeking a talented DevOps Engineer. Experience with modern tech stack is a plus. Apply via our careers page.,careers@salesforce.org,Undisclosed,Berlin,Genuine
India,True,No Interview,http://forms.gle/xyz,Captcha Entry Work,Digital India Hub,Pay registration fee of Rs. 5000 to get started. Refundable after first salary.,job.offer123@hotmail.com,High/Unrealistic,Bangalore,Fake
India,False,Aptitude + Technical + HR,https://careers.tatamotors.com/jobs/2702,HR Executive,Tata Motors,Tata Motors is hiring for HR Executive. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,hr@tatamotors.co.in,Undisclosed,Bangalore,Genuine
India,False,Aptitude + Technical + HR,https://careers.techmahindra.com/jobs/9294,HR Executive,Tech Mahindra,We are looking for a skilled HR Executive to join our team in Gurgaon. Minimum 2 years experience required. Apply on our official portal.,recruitment@techmahindra.net,Undisclosed,Noida,Genuine
India,False,Aptitude + Technical + HR,https://careers.reliancejio.com/jobs/4997,HR Executive,Reliance Jio,Urgent opening for HR Executive at Reliance Jio Pune branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,recruitment@reliancejio.net,Undisclosed,Bangalore,Genuine
Foreign,True,Online Chat,http://netflix-hiring-now.net,Payment Processor,Netflix,Exciting offer for Payment Processor. We will send you a check for equipment. Deposit the rest to our vendor.,hiring@gmail.com,High/Unrealistic,San Francisco,Fake
India,False,Aptitude + Technical + HR,https://careers.airtel.com/jobs/8314,Data Scientist,Airtel,Join Airtel as a Data Scientist. Work on cutting-edge technologies. Location: Bangalore. Send resume to our official email.,recruitment@airtel.net,Undisclosed,Bangalore,Genuine
Foreign,False,Video Conference x3,https://jobs.microsoft.com,Product Manager,Microsoft,Join our global team as a Product Manager. We prioritize innovation and diversity. Full health benefits included.,jobs@microsoft.com,Undisclosed,Berlin,Genuine
India,False,Aptitude + Technical + HR,https://careers.hdfcbank.com/jobs/6003,Business Analyst,HDFC Bank,HDFC Bank is hiring for Business Analyst. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,careers@hdfcbank.com,Undisclosed,Chennai,Genuine
India,True,No Interview,http://tinyurl.com/smart work pvt ltd,SMS Sending Job,Smart Work Pvt Ltd,Pay registration fee of Rs. 999 to get started. Refundable after first salary.,hr.smartworkpvtltd@gmail.com,High/Unrealistic,Noida,Fake
Foreign,True,Online Chat,http://netflix-hiring-now.net,Mystery Shopper,Netflix,Exciting offer for Mystery Shopper. We will send you a check for equipment. Deposit the rest to our vendor.,employment@netflix-jobs.com,High/Unrealistic,Singapore,Fake
India,True,No Interview,http://tinyurl.com/smart work pvt ltd,Captcha Entry Work,Smart Work Pvt Ltd,Urgent hiring for Captcha Entry Work. 100% genuine. Pay processing charge 500 for ID card and laptop gate pass.,carrer.offer@rediffmail.com,High/Unrealistic,Chennai,Fake
Foreign,True,Online Chat,http://google-hiring-now.net,Cruise Ship Crew,Google,Immediate visa sponsorship for Cruise Ship Crew. Pay small administrative fee for visa processing.,career@yahoo.com,High/Unrealistic,Singapore,Fake
India,True,No Interview,http://bit.ly/job419,SMS Sending Job,Airport Services,Direct joining without interview. Salary 30000/month. Security deposit required for verification.,recruiter.airportservices@yahoo.co.in,High/Unrealistic,Noida,Fake
India,False,Aptitude + Technical + HR,https://careers.hdfcbank.com/jobs/9925,Software Engineer,HDFC Bank,Urgent opening for Software Engineer at HDFC Bank Bangalore branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,careers@hdfcbank.com,Undisclosed,Gurgaon,Genuine
India,False,Aptitude + Technical + HR,https://careers.icicibank.com/jobs/2186,Business Analyst,ICICI Bank,We are looking for a skilled Business Analyst to join our team in Chennai. Minimum 2 years experience required. Apply on our official portal.,hr@icicibank.co.in,Undisclosed,Chennai,Genuine
